"","K.11","H.euclidean.ward.D","H.euclidean.single","H.euclidean.complete","H.euclidean.average","H.euclidean.mcquitty","H.euclidean.median","H.euclidean.centroid","H.euclidean.ward.D2","H.maximum.ward.D","H.maximum.single","H.maximum.complete","H.maximum.average","H.maximum.mcquitty","H.maximum.median","H.maximum.centroid","H.maximum.ward.D2","H.manhattan.ward.D","H.manhattan.single","H.manhattan.complete","H.manhattan.average","H.manhattan.mcquitty","H.manhattan.median","H.manhattan.centroid","H.manhattan.ward.D2","H.canberra.ward.D","H.canberra.single","H.canberra.complete","H.canberra.average","H.canberra.mcquitty","H.canberra.median","H.canberra.centroid","H.canberra.ward.D2","H.binary.ward.D","H.binary.single","H.binary.complete","H.binary.average","H.binary.mcquitty","H.binary.median","H.binary.centroid","H.binary.ward.D2","H.minkowski.ward.D","H.minkowski.single","H.minkowski.complete","H.minkowski.average","H.minkowski.mcquitty","H.minkowski.median","H.minkowski.centroid","H.minkowski.ward.D2","H.correlation.ward.D","H.correlation.single","H.correlation.complete","H.correlation.average","H.correlation.mcquitty","H.correlation.median","H.correlation.centroid","H.correlation.ward.D2","H.uncentered.ward.D","H.uncentered.single","H.uncentered.complete","H.uncentered.average","H.uncentered.mcquitty","H.uncentered.median","H.uncentered.centroid","H.uncentered.ward.D2","SNN.euclidean.3","SNN.euclidean.4","SNN.euclidean.5","SNN.euclidean.6","SNN.euclidean.7","SNN.euclidean.8","SNN.euclidean.9","SNN.maximum.3","SNN.maximum.4","SNN.maximum.5","SNN.maximum.6","SNN.maximum.7","SNN.maximum.8","SNN.maximum.9","SNN.manhattan.3","SNN.manhattan.4","SNN.manhattan.5","SNN.manhattan.6","SNN.manhattan.7","SNN.manhattan.8","SNN.manhattan.9","SNN.canberra.3","SNN.canberra.4","SNN.canberra.5","SNN.canberra.6","SNN.canberra.7","SNN.canberra.8","SNN.canberra.9","SNN.binary.3","SNN.binary.4","SNN.binary.5","SNN.binary.6","SNN.binary.7","SNN.binary.8","SNN.binary.9","SNN.minkowski.3","SNN.minkowski.4","SNN.minkowski.5","SNN.minkowski.6","SNN.minkowski.7","SNN.minkowski.8","SNN.minkowski.9"
"VD6",11,1,1,3,1,1,0,11,6,1,1,1,1,1,48,8,1,7,1,1,1,1,50,16,5,3,2,3,3,3,30,10,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,11,6,8,2,9,2,8,0,7,8,7,2,5,4,6,41,6,2,12,15,4,3,2,3,5,21,16,10,5,2,2,1,19,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,12,15,4,3,2,3,5
"VD7",11,1,1,3,1,1,0,11,6,1,1,1,1,1,50,8,1,7,1,1,1,1,53,16,5,3,2,3,3,3,30,10,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,11,6,8,2,9,2,1,0,5,8,2,2,5,4,6,1,5,2,20,15,4,3,2,3,5,21,16,10,5,2,2,1,6,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,20,15,4,3,2,3,5
"PY1",10,1,1,3,1,1,0,34,6,1,1,1,1,1,50,8,1,7,1,1,1,1,53,16,5,3,2,3,3,3,30,10,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,34,6,8,2,9,2,1,0,8,8,2,2,5,4,6,1,2,2,14,1,1,1,2,2,4,3,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY2",10,1,1,3,1,1,0,34,6,1,1,1,1,1,24,8,1,7,1,1,1,1,28,16,5,3,2,3,3,3,30,9,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,34,6,8,2,9,2,1,0,8,8,2,2,5,4,6,1,2,2,14,1,1,1,2,2,4,4,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY3",10,1,1,3,1,1,0,4,6,1,1,1,1,1,24,9,1,7,1,1,1,1,28,16,5,3,2,3,3,3,60,9,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,4,6,8,2,9,2,1,0,8,8,2,2,7,4,6,1,2,2,14,1,1,1,2,2,4,3,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY4",10,1,1,3,1,1,0,21,6,1,1,1,1,1,1,9,1,7,1,1,1,1,44,18,5,3,2,3,3,3,56,9,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,21,6,8,2,1,2,1,0,23,8,2,2,7,4,6,1,2,2,14,1,1,1,2,2,4,4,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY5",10,1,1,3,1,1,0,21,6,1,1,1,1,1,1,9,1,7,1,1,1,1,44,17,5,3,2,3,3,3,56,15,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,21,6,8,2,1,2,1,0,1,8,2,2,7,4,6,1,2,2,14,1,1,1,2,2,4,3,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY6",10,1,1,3,1,1,0,21,6,1,1,1,1,1,1,9,1,7,1,1,1,1,44,17,5,3,2,3,3,3,56,15,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,21,6,8,2,1,2,1,0,17,8,2,2,7,6,6,30,2,2,14,1,1,1,2,2,4,4,1,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"PY7",9,1,1,3,1,1,0,12,6,1,1,1,1,1,41,9,1,7,1,1,1,1,21,23,5,3,2,3,3,3,59,15,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,12,6,8,2,1,2,1,0,17,8,2,2,7,6,6,30,23,2,13,11,6,4,2,2,3,9,6,7,5,2,2,1,7,7,11,4,4,5,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,13,11,6,4,2,2,3
"PY8",9,1,1,3,1,1,0,12,6,1,1,1,1,1,14,9,1,7,1,1,1,1,21,23,5,3,2,3,3,3,32,15,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,12,6,8,2,1,2,1,0,17,8,2,2,7,6,6,30,23,2,15,11,6,4,2,2,3,14,9,6,4,2,2,1,15,7,3,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"PY9",10,1,1,3,1,1,0,12,1,1,1,1,1,1,14,9,1,7,1,1,1,1,21,21,5,3,2,3,3,3,32,13,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,12,1,8,2,1,2,1,0,17,8,2,2,7,6,6,30,25,2,13,11,6,4,2,2,3,5,6,7,4,2,2,1,25,1,2,1,4,5,1,-1,7,5,3,3,2,3,1,1,1,1,1,1,1,13,11,6,4,2,2,3
"PY10",10,1,1,3,1,1,0,31,1,1,1,1,1,1,42,33,1,7,1,1,1,1,21,21,5,3,2,3,3,3,32,13,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,31,1,8,2,4,2,7,0,17,8,2,2,7,6,6,4,22,2,-1,7,9,1,2,2,4,5,12,7,5,2,2,1,25,1,2,1,4,5,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,7,9,1,2,2,4
"PY11",9,1,1,3,1,1,0,30,1,1,1,1,1,1,23,21,1,7,1,1,1,1,1,30,5,3,2,3,3,3,32,13,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,30,1,8,2,4,2,7,0,17,8,2,2,7,6,6,4,22,2,17,11,6,4,2,2,3,-1,9,6,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"PY12",9,1,1,3,1,1,0,28,1,1,1,1,1,1,23,21,1,7,1,1,1,1,6,27,5,3,2,3,3,3,36,14,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,28,1,8,2,4,2,7,0,17,11,2,2,7,6,6,4,22,2,13,11,6,4,2,2,3,14,9,6,4,2,2,1,-1,7,4,4,4,5,1,1,7,5,3,3,2,3,1,1,1,1,1,1,1,13,11,6,4,2,2,3
"PY15",9,1,1,3,1,1,0,28,1,1,1,1,1,1,23,24,1,7,1,1,1,1,6,27,5,3,2,3,3,3,36,14,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,28,1,8,2,4,2,7,0,17,11,2,2,7,6,6,4,23,2,-1,11,6,4,2,2,3,12,12,7,4,2,2,1,5,7,11,4,4,5,1,1,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,11,6,4,2,2,3
"MG1",9,1,1,3,1,1,0,31,1,1,1,1,1,1,51,24,1,3,1,1,1,1,6,27,5,3,2,3,3,3,36,29,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,31,1,11,2,4,2,7,0,17,11,2,2,7,6,6,4,23,2,17,11,6,4,2,2,3,14,9,6,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"MG2",9,1,1,3,1,1,0,31,1,1,1,1,1,1,29,24,1,3,1,1,1,1,3,27,5,3,2,3,3,3,35,29,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,31,1,11,2,4,2,7,0,17,11,2,2,7,6,6,2,23,4,-1,11,6,4,2,2,3,14,9,6,4,2,2,1,-1,7,5,4,4,5,1,-1,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,11,6,4,2,2,3
"MG3",9,1,1,3,1,1,0,27,1,1,1,1,1,1,29,1,1,3,1,1,1,1,3,34,5,3,2,3,3,3,35,29,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,27,1,11,2,4,2,7,0,31,11,2,2,7,6,6,2,31,4,15,11,6,4,2,2,3,14,9,6,4,2,2,1,7,7,11,4,4,5,1,3,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"MG4",10,1,1,3,1,1,0,27,1,1,1,1,1,1,29,1,1,3,1,1,1,1,37,20,5,1,2,3,3,3,57,29,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,27,1,11,2,4,2,9,0,36,11,2,2,7,6,3,2,31,4,14,11,6,4,2,2,4,-1,12,7,4,2,2,1,22,7,11,4,6,5,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,11,6,4,2,2,4
"MG5",5,1,1,3,1,1,0,27,1,1,1,1,1,1,29,1,1,3,1,1,1,1,37,20,6,1,2,3,3,3,57,29,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,27,1,11,2,4,2,9,0,36,11,2,2,7,6,3,2,31,4,8,8,6,4,2,2,3,22,8,3,4,2,1,2,16,7,5,4,4,5,1,10,7,5,3,5,1,2,1,1,1,1,1,1,1,8,8,6,4,2,2,3
"MG6",5,1,1,3,1,1,0,27,1,1,1,1,1,1,37,1,1,3,1,1,1,1,33,29,6,1,2,3,3,3,39,21,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,27,1,11,2,4,4,2,0,36,11,2,2,7,6,3,2,1,4,8,8,6,7,2,2,3,22,8,6,4,2,2,1,20,7,5,4,4,5,1,19,13,7,4,4,3,1,1,1,1,1,1,1,1,8,8,6,7,2,2,3
"MG7",5,1,1,3,1,1,0,23,1,1,1,1,1,1,37,1,1,3,1,1,1,1,33,31,6,1,2,3,3,5,39,21,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,23,1,11,2,4,4,2,0,38,11,2,2,7,6,3,2,1,4,8,8,6,4,2,1,3,20,13,12,7,2,2,1,16,7,5,4,4,5,1,10,7,10,5,5,1,2,1,1,1,1,1,1,1,8,8,6,4,2,1,3
"MG8",9,1,1,3,1,1,0,23,1,2,1,1,1,1,37,19,9,3,1,1,1,1,46,31,6,1,2,3,3,5,39,25,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,23,1,11,2,3,4,2,0,37,11,2,2,7,6,3,4,1,4,-1,11,6,4,2,2,3,14,9,6,4,2,2,1,-1,7,5,4,4,5,1,1,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,11,6,4,2,2,3
"MG9",5,1,1,3,1,1,0,23,1,2,1,1,1,1,38,19,9,3,1,4,1,1,46,6,6,1,2,3,3,5,29,25,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,23,1,11,2,3,4,2,0,37,11,6,2,7,6,3,33,1,4,8,8,6,4,2,2,3,22,8,3,4,1,1,2,16,7,5,4,4,5,1,10,7,5,3,3,2,3,1,1,1,1,1,1,1,8,8,6,4,2,2,3
"MG11",9,1,1,3,1,1,0,6,1,2,1,1,1,1,38,19,9,3,1,4,1,1,46,6,6,1,2,3,3,5,26,25,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,6,1,11,2,3,4,2,0,37,7,6,2,7,6,3,32,34,4,15,11,6,4,2,2,3,14,9,6,4,2,2,1,7,7,11,4,4,5,1,3,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"IC1",10,1,1,3,1,1,0,37,1,2,1,1,1,1,31,13,9,3,1,4,1,1,39,40,6,1,2,3,3,5,26,25,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,37,1,11,2,3,4,2,0,34,7,6,2,7,6,3,32,32,4,-1,1,1,1,2,2,4,15,12,1,5,2,2,1,25,1,2,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,1,1,1,2,2,4
"IC2",10,1,1,3,1,1,0,29,1,11,1,1,1,1,31,13,9,3,1,4,1,1,39,40,6,1,2,3,3,5,42,7,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,29,1,7,2,3,4,2,0,35,7,6,2,7,6,3,32,32,4,-1,11,6,4,2,2,3,11,13,12,7,2,2,1,5,7,11,4,4,5,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,11,6,4,2,2,3
"IC3",1,1,1,3,1,1,0,29,1,11,1,1,1,1,31,13,9,3,1,4,1,1,15,39,6,1,2,3,3,5,6,17,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,29,1,7,2,3,4,2,0,35,7,6,2,7,6,3,32,1,3,9,16,8,7,2,2,3,20,13,12,7,2,2,1,8,3,14,4,4,5,1,4,13,7,4,4,3,1,1,1,1,1,1,1,1,9,16,8,7,2,2,3
"IC4",1,1,1,3,1,1,0,44,1,11,1,1,1,1,27,13,4,3,1,4,1,1,13,22,6,1,2,3,3,5,6,17,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,44,1,7,2,3,4,2,0,13,7,6,2,3,6,3,34,1,3,9,16,8,7,2,2,3,20,13,12,7,2,2,1,8,3,14,4,4,5,1,4,13,7,4,4,3,1,1,1,1,1,1,1,1,9,16,8,7,2,2,3
"IC5",5,1,1,3,1,1,0,26,1,11,1,1,1,1,27,4,4,3,1,4,1,1,13,22,6,1,2,3,3,5,46,17,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,3,4,2,0,13,7,6,2,3,8,3,29,33,3,-1,16,8,7,2,2,3,20,13,12,7,2,2,1,8,3,14,4,4,5,1,19,13,7,4,4,3,1,1,1,1,1,1,1,1,-1,16,8,7,2,2,3
"IC6",5,1,1,3,1,1,0,26,1,11,1,1,1,1,27,27,4,3,1,4,1,1,9,22,6,1,2,3,3,5,46,19,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,3,4,2,0,13,7,6,2,3,8,3,13,33,3,-1,16,8,7,2,2,3,20,13,12,7,2,2,1,20,3,14,4,4,5,1,19,13,7,4,4,3,1,1,1,1,1,1,1,1,-1,16,8,7,2,2,3
"IC7",9,1,1,3,1,1,0,26,1,11,1,1,1,1,27,6,4,3,1,4,1,1,9,22,6,6,2,3,3,5,49,28,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,3,4,4,0,13,7,8,2,3,3,3,13,33,3,-1,16,8,4,2,2,3,14,-1,6,4,2,2,1,-1,7,3,4,4,5,1,-1,3,5,3,3,2,3,1,1,1,1,1,1,1,-1,16,8,4,2,2,3
"IC10",9,1,1,3,1,1,0,26,1,11,1,1,1,1,27,6,4,3,1,4,1,1,18,42,6,6,2,3,3,5,2,28,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,3,4,4,0,13,7,8,2,3,3,3,13,33,3,-1,16,8,7,2,2,3,9,13,12,7,2,2,1,-1,7,14,4,4,5,1,-1,3,5,1,1,2,3,1,1,1,1,1,1,1,-1,16,8,7,2,2,3
"IC11",9,1,1,3,1,1,0,26,1,11,1,1,1,1,34,6,4,3,1,4,1,1,17,28,6,6,2,3,3,5,2,28,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,3,4,4,0,14,7,8,2,3,3,3,13,1,3,-1,16,6,7,2,2,3,9,9,6,7,2,2,1,-1,7,14,4,4,5,1,-1,3,5,3,3,2,3,1,1,1,1,1,1,1,-1,16,6,7,2,2,3
"IC12",1,1,1,3,1,1,0,26,1,11,1,1,1,1,34,6,5,3,1,4,1,1,17,19,6,6,2,3,3,5,8,28,7,1,1,1,1,1,1,1,1,1,1,3,1,1,0,26,1,7,2,6,4,4,0,14,7,8,2,3,3,3,18,1,3,9,16,8,7,2,2,3,20,13,12,7,2,2,1,8,3,14,4,4,5,1,4,13,7,4,4,3,1,1,1,1,1,1,1,1,9,16,8,7,2,2,3
"IC15",1,3,1,3,1,1,0,26,1,11,1,1,1,1,33,6,5,3,1,4,1,1,8,19,6,6,2,3,3,5,5,28,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,26,1,7,2,6,4,4,0,13,7,8,2,3,3,3,18,1,3,9,16,8,7,2,2,3,-1,13,12,7,2,2,1,8,3,14,4,4,5,1,4,13,7,4,4,3,1,1,1,1,1,1,1,1,9,16,8,7,2,2,3
"DG1",9,3,1,3,1,1,0,33,1,11,1,1,1,1,33,6,5,3,1,4,1,1,7,19,6,6,2,6,3,5,5,40,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,33,1,7,2,6,4,4,0,13,7,8,2,3,3,10,37,1,3,15,11,6,4,2,2,3,11,9,6,4,2,2,1,7,7,11,4,4,5,1,3,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"DG2",9,3,1,3,1,1,0,33,1,3,1,1,1,1,33,6,5,3,1,4,1,1,7,26,6,6,2,6,3,5,15,40,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,33,1,7,2,6,4,4,0,27,9,5,2,3,3,2,37,11,3,15,11,6,4,2,2,3,14,9,6,4,2,2,1,15,7,3,4,4,5,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"DG3",10,3,1,3,1,1,0,33,1,3,1,1,1,1,36,6,5,1,1,4,1,1,11,26,6,6,2,6,3,5,12,41,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,33,1,7,2,11,4,4,0,27,9,5,2,3,3,2,37,10,3,-1,7,9,4,2,2,4,14,12,7,4,2,2,1,25,1,2,1,4,5,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,7,9,4,2,2,4
"DG4",10,3,1,3,1,1,0,32,1,3,1,1,1,1,36,6,5,1,1,4,1,1,11,25,1,6,2,6,3,5,10,32,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,32,1,7,2,11,4,4,0,33,9,5,2,3,3,2,38,9,9,14,1,1,1,2,2,4,15,12,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"DG5",10,3,1,3,1,1,0,32,1,3,1,1,1,1,39,6,5,1,1,4,1,1,11,25,1,6,2,6,3,5,10,32,7,1,1,1,1,1,1,1,1,3,1,3,1,1,0,32,1,7,2,11,4,4,0,33,9,5,2,3,3,2,16,9,9,14,1,1,1,2,2,4,15,12,1,5,2,2,1,22,8,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"DG6",10,4,1,3,1,1,0,45,1,3,1,1,1,1,39,6,5,1,1,4,1,1,14,25,1,6,2,6,3,5,10,32,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,45,1,7,2,11,4,4,0,33,9,5,2,3,3,2,16,8,9,17,11,6,4,2,2,3,14,9,6,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"DG7",9,4,1,3,1,1,0,45,1,3,1,1,1,1,4,6,2,1,1,4,1,1,14,24,1,6,2,6,3,5,14,32,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,45,1,7,2,2,4,4,0,33,9,5,2,3,3,2,16,8,9,15,11,6,4,2,2,3,-1,9,6,4,2,2,1,15,7,3,4,4,5,1,-1,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"DG8",9,4,1,3,1,1,0,42,1,3,1,7,1,1,4,6,2,1,1,4,1,1,9,24,1,6,2,6,2,5,11,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,42,1,7,2,2,4,4,0,16,9,5,2,3,3,2,16,8,11,15,11,6,4,2,2,3,14,9,6,4,2,2,1,7,7,4,4,4,5,1,3,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"DG11",9,4,1,3,1,1,0,42,1,3,1,7,1,1,4,6,2,1,1,4,1,1,9,44,1,6,2,6,2,5,11,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,42,1,7,2,2,4,4,0,20,9,5,2,3,3,2,16,12,11,17,11,6,4,2,2,3,14,9,6,4,2,2,1,21,7,11,4,4,5,1,-1,3,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"DG12",10,4,1,3,1,1,0,36,1,10,1,7,1,1,4,6,2,1,1,4,1,1,9,44,1,9,2,6,2,5,11,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,36,1,7,2,2,4,4,0,20,9,5,2,3,3,2,20,12,11,14,11,6,1,2,2,4,-1,12,7,4,2,2,1,21,7,11,4,4,1,1,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,11,6,1,2,2,4
"DG13",9,4,1,3,1,1,0,36,1,10,1,7,1,1,4,35,3,1,1,4,1,1,9,43,1,9,2,6,2,5,19,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,36,1,7,2,2,4,4,0,4,9,5,2,3,3,2,20,12,11,17,11,6,4,2,2,3,14,9,6,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"DG14",10,4,1,3,1,1,0,27,1,10,1,7,1,1,4,22,3,1,1,4,1,1,40,43,1,9,2,6,2,5,19,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,27,1,7,2,2,9,4,0,4,9,5,2,9,3,2,20,12,11,15,11,6,4,2,2,3,-1,12,7,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"DG15",9,4,1,3,1,1,0,43,1,9,1,7,1,1,21,22,3,1,1,4,1,1,40,45,1,9,2,6,2,5,23,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,43,1,4,2,2,9,4,0,4,4,5,2,9,3,2,20,12,11,17,11,6,4,2,2,3,14,9,6,4,2,2,1,21,7,11,4,4,5,1,13,7,5,3,3,2,3,1,1,1,1,1,1,1,17,11,6,4,2,2,3
"GM16",10,4,1,3,1,1,0,43,8,9,1,7,1,1,21,22,3,2,1,4,1,1,40,45,1,9,2,6,2,5,24,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,43,8,4,2,2,9,4,0,4,4,5,2,9,3,8,20,12,11,21,13,9,2,2,3,5,6,14,11,5,2,2,1,10,10,13,7,6,6,2,11,1,1,3,3,2,3,1,1,1,1,1,1,1,21,13,9,2,2,3,5
"GM17",11,4,1,3,1,1,0,43,8,9,1,7,1,1,9,20,3,2,1,4,1,1,47,41,1,9,2,6,2,4,24,26,7,1,1,1,1,1,1,1,1,4,1,3,1,1,0,43,8,4,2,2,3,4,0,3,4,4,2,9,3,8,21,12,11,18,4,2,2,2,3,5,16,14,11,5,2,2,1,23,13,6,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
"GM18",11,4,1,3,1,6,0,8,8,9,1,7,1,1,5,20,3,2,1,4,1,1,45,41,1,9,2,6,2,4,16,26,7,1,1,1,1,1,1,1,1,4,1,3,1,6,0,8,8,4,2,2,3,4,0,2,4,4,2,9,3,1,21,12,11,18,4,2,2,2,3,5,16,14,11,5,2,2,1,23,13,6,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
"GM20",10,6,1,3,1,6,0,8,8,8,1,7,1,1,5,20,10,2,1,4,1,1,45,11,1,9,2,4,2,4,16,31,7,1,1,1,1,1,1,1,1,6,1,3,1,6,0,8,8,4,2,2,3,4,0,2,4,4,2,9,3,1,18,12,11,-1,7,9,6,2,2,4,5,12,7,4,2,2,1,25,10,2,1,6,6,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,-1,7,9,6,2,2,4
"GM25",10,6,1,3,1,6,0,38,2,8,1,2,8,1,30,20,10,2,1,4,1,1,12,11,1,9,2,4,2,4,52,31,7,1,1,1,1,1,1,1,1,6,1,3,1,6,0,38,2,4,2,2,3,4,0,2,4,4,2,8,3,1,18,12,11,21,13,9,6,2,3,5,6,14,11,5,2,2,1,23,10,13,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,21,13,9,6,2,3,5
"GM26",10,6,1,3,1,6,0,38,2,8,1,2,8,1,32,20,10,8,1,4,1,1,59,8,1,9,2,4,2,4,58,42,7,1,1,1,1,1,1,1,1,6,1,3,1,6,0,38,2,4,2,2,3,4,0,2,4,4,2,8,3,9,18,12,11,21,13,9,2,2,3,5,6,14,11,5,2,2,1,23,10,13,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,21,13,9,2,2,3,5
"GM27",11,6,1,3,1,2,0,14,2,8,1,2,8,1,32,20,10,8,1,4,1,1,59,7,1,9,2,4,7,4,37,42,7,1,1,1,1,1,1,1,1,6,1,3,1,2,0,14,2,4,2,2,3,4,0,2,4,4,2,8,3,9,39,17,11,18,4,2,2,2,3,5,2,4,10,5,2,2,1,23,13,6,7,7,3,3,16,8,1,1,1,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
"GM28",11,6,1,5,1,2,0,9,2,8,1,2,8,1,52,26,10,8,1,4,1,1,4,7,1,9,2,4,7,4,37,23,7,1,1,1,1,1,1,1,1,6,1,5,1,2,0,9,2,4,2,8,3,4,0,2,4,4,2,8,3,9,39,17,11,18,4,2,2,2,3,5,16,14,11,5,2,2,1,23,13,6,7,7,6,3,16,1,1,3,3,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
"GM29",11,6,1,5,1,2,0,9,2,8,1,9,8,1,52,26,10,8,1,4,1,1,4,13,1,9,2,4,7,4,37,23,9,1,1,1,1,1,1,1,1,6,1,5,1,2,0,9,2,4,2,8,3,4,0,2,4,4,2,8,3,9,13,17,11,18,4,2,2,2,3,5,16,14,11,5,2,2,1,23,13,6,7,7,6,3,16,1,1,3,3,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
