"","K.11","H.euclidean.ward.D","H.euclidean.single","H.euclidean.complete","H.euclidean.average","H.euclidean.mcquitty","H.euclidean.median","H.euclidean.centroid","H.euclidean.ward.D2","H.maximum.ward.D","H.maximum.single","H.maximum.complete","H.maximum.average","H.maximum.mcquitty","H.maximum.median","H.maximum.centroid","H.maximum.ward.D2","H.manhattan.ward.D","H.manhattan.single","H.manhattan.complete","H.manhattan.average","H.manhattan.mcquitty","H.manhattan.median","H.manhattan.centroid","H.manhattan.ward.D2","H.canberra.ward.D","H.canberra.single","H.canberra.complete","H.canberra.average","H.canberra.mcquitty","H.canberra.median","H.canberra.centroid","H.canberra.ward.D2","H.binary.ward.D","H.binary.single","H.binary.complete","H.binary.average","H.binary.mcquitty","H.binary.median","H.binary.centroid","H.binary.ward.D2","H.minkowski.ward.D","H.minkowski.single","H.minkowski.complete","H.minkowski.average","H.minkowski.mcquitty","H.minkowski.median","H.minkowski.centroid","H.minkowski.ward.D2","H.correlation.ward.D","H.correlation.single","H.correlation.complete","H.correlation.average","H.correlation.mcquitty","H.correlation.median","H.correlation.centroid","H.correlation.ward.D2","H.uncentered.ward.D","H.uncentered.single","H.uncentered.complete","H.uncentered.average","H.uncentered.mcquitty","H.uncentered.median","H.uncentered.centroid","H.uncentered.ward.D2","SNN.euclidean.3","SNN.euclidean.4","SNN.euclidean.5","SNN.euclidean.6","SNN.euclidean.7","SNN.euclidean.8","SNN.euclidean.9","SNN.maximum.3","SNN.maximum.4","SNN.maximum.5","SNN.maximum.6","SNN.maximum.7","SNN.maximum.8","SNN.maximum.9","SNN.manhattan.3","SNN.manhattan.4","SNN.manhattan.5","SNN.manhattan.6","SNN.manhattan.7","SNN.manhattan.8","SNN.manhattan.9","SNN.canberra.3","SNN.canberra.4","SNN.canberra.5","SNN.canberra.6","SNN.canberra.7","SNN.canberra.8","SNN.canberra.9","SNN.binary.3","SNN.binary.4","SNN.binary.5","SNN.binary.6","SNN.binary.7","SNN.binary.8","SNN.binary.9","SNN.minkowski.3","SNN.minkowski.4","SNN.minkowski.5","SNN.minkowski.6","SNN.minkowski.7","SNN.minkowski.8","SNN.minkowski.9"
"VD6",5,4,2,5,4,4,3,28,4,8,3,6,4,4,18,14,8,4,2,7,4,4,32,0,7,4,4,4,5,5,21,3,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,28,4,2,1,1,3,2,1,7,2,4,1,2,3,2,16,12,3,14,11,9,6,4,2,3,18,3,8,7,3,3,2,22,18,9,8,2,5,2,18,2,2,9,5,4,3,1,1,5,4,3,2,2,14,11,9,6,4,2,3
"VD7",8,4,2,5,4,4,3,27,4,8,3,6,4,4,18,14,8,4,2,7,4,4,32,0,7,4,4,4,5,5,21,3,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,27,4,2,1,1,3,2,1,23,2,4,1,2,3,2,16,3,3,-1,19,13,9,6,4,3,23,17,6,12,4,4,2,-1,17,11,10,2,1,1,18,2,2,9,5,4,2,1,1,5,4,3,2,2,-1,19,13,9,6,4,3
"PY1",9,4,2,5,4,4,3,27,4,8,3,6,4,4,18,14,8,4,2,7,4,4,18,0,7,4,4,4,5,5,24,3,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,27,4,2,1,1,3,2,1,23,2,4,1,2,1,2,16,3,3,7,8,11,2,3,2,2,8,13,3,11,2,2,2,8,9,10,1,6,3,1,10,3,8,4,4,2,2,12,7,4,6,3,2,2,7,8,11,2,3,2,2
"PY2",3,4,2,5,4,4,3,29,4,8,3,6,4,4,18,14,8,4,2,7,4,4,18,0,7,4,4,4,5,5,25,2,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,29,4,2,1,1,3,2,3,23,2,4,1,2,1,2,16,3,3,2,12,10,5,3,2,2,7,7,10,6,2,2,2,9,6,7,5,6,4,1,21,6,8,4,4,2,2,12,7,4,6,3,2,2,2,12,10,5,3,2,2
"PY3",9,4,2,5,4,4,3,29,4,8,3,6,4,4,4,20,8,4,2,7,4,4,18,0,7,4,4,4,5,5,26,2,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,29,4,2,1,1,3,2,3,24,11,4,1,2,1,2,16,3,3,1,4,14,2,3,2,2,3,4,5,10,2,2,2,3,3,10,1,6,3,1,10,3,8,4,4,2,2,12,7,4,6,3,2,2,1,4,14,2,3,2,2
"PY4",9,4,2,5,4,4,3,29,5,8,3,6,4,4,4,20,8,4,2,7,4,4,44,0,7,4,4,1,5,5,26,2,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,29,5,2,1,7,3,3,3,24,7,4,1,2,1,2,13,3,3,1,4,14,2,3,2,2,3,4,5,10,2,2,2,3,3,10,1,6,3,1,21,3,8,4,4,2,2,12,3,5,6,3,2,2,1,4,14,2,3,2,2
"PY5",9,4,2,5,4,4,3,7,5,8,3,6,4,4,4,14,8,4,2,7,4,4,44,0,7,4,4,1,5,5,41,49,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,7,5,2,1,7,3,3,3,4,7,4,1,2,1,2,13,18,11,1,4,14,2,3,2,2,3,4,5,10,2,2,2,3,9,10,1,6,3,1,10,3,8,4,4,2,2,4,3,5,6,3,2,2,1,4,14,2,3,2,2
"PY6",9,4,2,5,4,4,3,7,5,8,3,6,4,4,4,14,8,4,2,7,4,4,24,0,7,4,6,1,5,5,41,53,10,11,1,1,1,1,5,1,6,4,2,5,4,4,3,7,5,2,1,7,3,3,19,4,7,11,1,2,1,2,13,18,1,1,4,14,2,3,2,2,3,4,5,10,2,2,2,3,3,10,1,6,3,1,21,3,8,4,4,2,2,12,7,4,6,3,2,2,1,4,14,2,3,2,2
"PY7",9,4,2,5,4,4,3,7,5,8,3,6,4,4,4,22,4,9,2,7,4,4,24,0,7,4,6,1,4,5,41,53,5,11,1,1,1,1,5,1,4,4,2,5,4,4,3,7,5,2,1,7,3,3,20,4,1,1,1,2,1,2,13,18,1,3,2,11,8,3,2,2,20,9,11,2,2,2,2,17,11,4,6,3,3,1,4,1,5,4,4,2,2,2,2,1,1,1,1,1,3,2,11,8,3,2,2
"PY8",9,4,2,5,4,4,3,9,5,8,3,6,4,4,27,22,4,9,2,7,4,4,24,0,7,4,6,1,4,5,41,27,5,4,1,1,1,1,5,1,4,4,2,5,4,4,3,9,5,2,1,7,3,3,20,2,1,1,1,2,1,2,13,7,1,17,3,11,8,3,2,2,2,13,3,11,2,2,2,17,11,4,6,3,3,1,-1,13,7,5,4,2,2,5,4,2,2,3,2,2,17,3,11,8,3,2,2
"PY9",9,4,2,5,4,4,3,15,5,8,3,6,4,4,27,22,4,9,2,7,4,4,38,0,7,4,6,1,4,4,41,27,5,4,1,1,1,1,1,1,4,4,2,5,4,4,3,15,5,2,1,7,3,3,7,2,1,1,1,2,1,2,13,7,1,7,8,11,8,3,2,2,8,13,3,11,2,2,2,8,11,4,6,3,3,1,-1,13,5,5,4,2,2,9,8,5,4,3,2,2,7,8,11,8,3,2,2
"PY10",3,4,2,5,4,4,3,15,5,8,3,6,4,4,27,22,4,9,2,5,4,4,38,0,7,8,1,1,4,4,4,27,5,4,1,1,1,1,1,1,4,4,2,5,4,4,3,15,5,2,1,7,3,3,7,7,1,1,1,2,1,2,19,19,1,2,12,10,5,3,2,3,7,7,10,6,2,2,2,9,6,7,5,2,4,1,21,6,8,4,4,2,2,9,8,5,4,3,2,2,2,12,10,5,3,2,3
"PY11",9,4,2,5,4,4,3,9,5,8,3,6,4,4,25,22,4,9,2,5,4,4,23,0,7,8,1,1,4,4,4,27,5,4,1,1,1,1,1,1,4,4,2,5,4,4,3,9,5,2,1,7,3,3,7,7,1,1,1,2,1,2,19,19,1,17,2,11,8,3,2,2,20,9,11,11,2,2,2,17,11,4,6,3,3,1,15,10,5,4,4,2,2,4,3,5,4,3,2,2,17,2,11,8,3,2,2
"PY12",9,4,2,5,4,4,3,9,5,8,3,6,4,4,25,22,4,9,2,5,4,4,23,0,7,8,1,1,4,4,48,48,5,4,1,1,1,1,1,1,9,4,2,5,4,4,3,9,5,2,1,7,4,3,15,6,1,1,1,2,1,2,19,19,1,17,3,11,8,3,2,2,20,9,11,2,2,2,2,17,11,4,6,3,3,1,17,4,7,5,4,2,2,1,1,5,4,3,2,2,17,3,11,8,3,2,2
"PY15",3,4,2,5,4,4,3,9,5,8,3,6,4,4,25,22,4,9,2,5,4,3,23,0,5,8,1,1,4,4,45,4,5,4,1,1,1,1,1,1,9,4,2,5,4,4,3,9,5,4,1,7,4,3,15,6,1,1,1,2,1,2,1,19,1,13,14,10,5,3,2,3,24,1,14,8,2,2,2,24,13,6,5,2,4,1,-1,1,5,4,4,2,2,2,2,1,1,1,1,1,13,14,10,5,3,2,3
"MG1",9,4,2,5,4,4,3,9,5,6,3,6,4,4,25,22,4,9,2,5,4,3,23,0,5,8,1,1,4,4,45,31,5,4,1,1,1,1,1,1,9,4,2,5,4,4,3,9,5,4,1,7,4,1,15,6,1,1,1,2,1,2,1,3,1,3,2,11,8,3,2,2,20,9,11,2,2,2,2,17,11,4,6,3,3,1,15,10,5,4,4,2,2,8,6,5,4,3,2,2,3,2,11,8,3,2,2
"MG2",8,4,2,7,4,4,3,9,5,6,3,6,4,4,25,22,4,9,2,5,4,3,8,0,5,8,1,1,4,4,49,31,5,6,1,1,1,1,1,1,1,4,2,7,4,4,3,9,5,4,1,7,4,1,15,6,1,1,1,2,1,2,1,3,1,20,19,6,9,6,4,3,27,15,15,12,4,4,2,23,20,11,5,2,1,1,22,13,7,5,4,2,2,1,1,5,4,3,2,2,20,19,6,9,6,4,3
"MG3",3,4,2,7,4,4,3,20,5,6,3,6,4,4,25,22,4,9,2,5,4,3,8,0,5,8,1,1,4,4,49,29,5,6,1,1,1,1,1,1,1,4,2,7,4,4,3,20,5,4,1,10,4,1,15,9,1,1,1,2,1,2,1,3,1,2,12,10,5,3,2,3,7,1,10,6,2,2,2,20,2,6,5,2,4,1,4,1,5,4,4,2,2,2,2,1,1,1,1,1,2,12,10,5,3,2,3
"MG4",9,4,2,4,4,4,3,20,5,6,3,6,4,4,29,22,4,9,2,5,4,3,8,0,5,6,1,1,4,4,50,23,5,6,1,1,1,1,1,1,1,4,2,4,4,4,3,20,5,4,1,10,4,1,15,9,1,1,1,4,1,2,1,12,1,17,3,11,8,3,2,2,2,13,3,11,2,2,2,20,11,4,6,3,3,1,15,10,5,4,4,2,2,9,8,5,4,3,2,2,17,3,11,8,3,2,2
"MG5",3,9,2,4,4,4,3,9,5,6,3,6,4,4,29,22,4,9,2,5,4,3,8,0,5,6,1,1,3,4,50,23,4,6,1,1,1,1,1,1,1,9,2,4,4,4,3,9,5,4,1,2,4,1,15,9,1,1,1,4,1,2,1,12,1,13,14,10,5,3,2,3,16,7,10,6,2,2,2,15,13,6,5,2,4,1,22,13,7,5,4,2,2,1,1,5,4,3,2,2,13,14,10,5,3,2,3
"MG6",6,9,2,4,4,4,3,9,5,6,3,6,4,4,6,22,4,9,2,5,4,3,8,0,5,6,1,1,3,4,49,23,4,1,1,1,1,1,1,1,1,9,2,4,4,4,3,9,5,4,1,2,4,1,8,9,1,1,1,4,1,2,1,12,1,19,16,15,8,3,2,2,22,11,12,4,2,2,2,25,15,8,11,7,4,1,11,13,10,7,1,3,2,1,1,5,4,3,2,2,19,16,15,8,3,2,2
"MG7",9,9,2,4,4,4,3,9,5,6,3,6,4,4,6,8,4,9,2,5,4,3,10,0,5,6,1,1,3,1,49,23,4,1,1,1,1,1,1,1,1,9,2,4,4,4,3,9,5,4,1,2,4,1,8,9,1,1,1,4,1,2,1,12,1,8,12,10,5,3,2,2,24,1,14,10,2,2,2,15,-1,6,5,2,4,1,22,13,7,5,4,2,2,1,1,5,4,3,2,2,8,12,10,5,3,2,2
"MG8",8,9,2,4,4,4,3,21,5,6,3,6,4,4,4,8,4,9,2,5,4,3,10,0,5,6,1,1,3,1,47,24,4,1,1,1,1,1,1,1,1,9,2,4,4,4,3,21,5,4,1,2,4,1,8,9,1,1,1,4,1,4,1,12,1,20,19,6,5,6,2,3,27,15,15,12,4,4,2,23,20,11,5,2,1,1,22,13,7,5,4,2,2,1,1,5,4,3,2,2,20,19,6,5,6,2,3
"MG9",3,9,2,4,4,4,3,23,5,6,3,6,4,4,31,8,4,9,2,5,4,3,6,0,5,6,1,1,3,1,47,25,4,1,1,1,1,1,1,1,1,9,2,4,4,4,3,23,5,4,1,2,4,1,8,9,1,1,1,4,1,4,1,12,1,13,14,10,5,3,2,3,16,7,10,6,2,2,2,15,13,12,5,2,4,1,22,13,7,5,4,2,2,1,1,5,4,3,2,2,13,14,10,5,3,2,3
"MG11",3,9,2,2,4,4,3,23,5,6,3,6,4,4,17,24,4,9,2,5,4,3,6,0,5,6,1,5,3,1,47,26,4,1,1,1,1,1,1,1,1,9,2,2,4,4,3,23,5,4,1,2,1,1,8,9,1,1,1,4,1,4,1,12,1,13,14,10,5,3,2,3,26,12,13,6,2,2,2,24,-1,6,5,2,4,1,4,1,5,4,4,2,2,2,2,1,1,1,1,1,13,14,10,5,3,2,3
"IC1",3,9,2,2,4,4,3,22,5,6,3,6,4,4,17,24,4,9,2,5,4,3,34,0,5,6,1,5,3,1,47,26,4,1,1,1,1,1,1,1,1,9,2,2,4,4,3,22,5,1,1,2,1,1,8,9,1,1,1,4,1,4,1,12,1,20,14,9,5,3,2,3,11,7,8,7,3,3,2,-1,6,7,5,2,4,1,13,1,5,4,4,2,2,2,2,1,1,1,1,1,20,14,9,5,3,2,3
"IC2",5,9,2,2,4,4,3,22,5,6,3,6,4,4,17,23,4,9,2,5,4,3,34,0,5,6,1,5,3,1,3,40,4,1,1,1,1,1,1,1,1,9,2,2,4,4,3,22,5,1,1,2,1,1,8,9,1,1,1,4,1,4,13,12,1,20,19,6,5,3,2,3,27,15,15,7,3,3,2,23,20,12,5,2,4,1,13,13,5,5,4,2,2,2,2,1,1,1,1,1,20,19,6,5,3,2,3
"IC3",2,9,2,2,4,4,3,22,5,6,3,6,4,4,17,23,4,9,2,5,4,3,40,0,5,6,1,5,3,1,3,40,4,1,1,1,1,1,1,1,1,9,2,2,4,4,3,22,5,1,1,2,1,1,8,9,1,1,1,4,1,4,13,1,1,15,17,4,10,3,2,3,19,16,2,13,2,2,2,10,15,8,11,7,4,1,12,5,10,7,1,3,2,2,2,1,1,1,1,1,15,17,4,10,3,2,3
"IC4",2,9,2,6,4,4,3,22,5,6,3,6,4,4,17,23,4,8,2,5,4,3,40,0,5,6,1,5,3,1,51,45,4,1,1,1,1,1,1,1,1,9,2,6,4,4,3,22,5,1,1,2,1,1,8,3,1,1,1,3,1,4,13,1,1,15,17,4,10,3,2,3,19,16,2,13,2,4,2,10,15,8,11,7,4,1,12,5,10,7,1,3,2,1,1,5,4,3,2,2,15,17,4,10,3,2,3
"IC5",6,9,2,6,4,4,3,19,5,6,3,6,4,4,17,23,4,8,2,5,4,3,41,0,5,6,1,5,3,1,51,45,4,1,1,1,1,1,1,1,1,9,2,6,4,4,3,19,5,1,1,2,1,1,8,3,1,1,1,3,1,4,13,1,1,19,16,15,8,3,2,2,22,11,12,4,2,2,2,25,15,8,11,7,4,1,11,5,10,7,1,3,2,1,1,5,4,3,2,2,19,16,15,8,3,2,2
"IC6",3,9,2,6,4,4,3,19,5,6,3,6,4,4,20,23,4,8,2,5,4,3,41,0,5,6,1,5,3,1,6,46,4,1,1,1,1,1,1,1,1,9,2,6,4,4,3,19,5,1,1,2,1,1,8,3,1,1,1,3,1,4,13,1,1,24,16,2,5,3,2,3,26,12,13,6,2,2,2,25,15,8,11,7,4,1,11,13,10,7,1,3,2,1,1,5,4,3,2,2,24,16,2,5,3,2,3
"IC7",3,9,2,6,4,4,3,19,5,6,3,6,4,4,20,23,4,8,2,5,4,3,41,0,5,6,1,5,8,1,1,51,3,1,1,1,1,1,1,1,1,9,2,6,4,4,3,19,5,1,1,2,1,1,32,3,1,1,1,3,1,4,9,1,1,24,16,2,5,3,2,3,26,12,13,6,2,2,2,25,15,8,11,7,4,1,17,4,7,7,1,3,2,3,9,6,5,2,1,1,24,16,2,5,3,2,3
"IC10",6,9,2,6,4,4,3,18,5,6,3,6,4,4,4,17,4,8,2,5,4,3,16,0,5,6,1,5,8,1,1,51,3,1,1,1,1,1,1,1,1,9,2,6,4,4,3,18,5,1,1,2,1,1,26,3,1,1,1,3,1,1,9,17,1,19,16,15,8,3,2,2,22,11,12,4,2,2,2,16,15,8,11,7,3,1,-1,13,10,7,1,3,2,10,2,1,1,1,1,1,19,16,15,8,3,2,2
"IC11",6,9,2,6,4,4,3,18,5,6,3,6,4,4,21,17,4,8,2,5,4,3,13,0,5,6,1,5,1,1,1,46,3,1,1,1,1,1,1,1,1,9,2,6,4,4,3,18,5,1,1,2,1,1,26,3,1,1,1,3,1,1,9,17,1,19,16,15,8,3,2,2,22,11,12,2,2,2,2,16,15,4,6,3,3,1,-1,10,5,4,4,2,2,10,2,1,1,1,1,1,19,16,15,8,3,2,2
"IC12",2,2,2,3,4,4,3,18,2,6,3,6,4,4,21,17,4,8,2,5,4,3,13,0,5,6,1,5,1,1,2,47,3,1,1,1,1,1,1,1,1,2,2,3,4,4,3,18,2,1,1,3,1,1,5,3,1,1,1,3,1,1,9,17,1,15,17,4,10,3,2,3,19,16,2,13,2,2,2,10,15,8,11,7,4,1,12,5,10,7,1,3,2,2,2,1,1,1,1,1,15,17,4,10,3,2,3
"IC15",2,2,2,3,4,4,3,12,2,6,3,6,4,4,21,17,4,6,2,5,4,3,25,0,5,6,1,5,1,1,2,43,3,1,1,1,1,1,1,1,1,2,2,3,4,4,3,12,2,1,1,3,1,1,5,3,1,1,1,3,1,1,9,12,1,15,17,4,10,3,2,3,19,16,2,13,2,4,2,4,8,8,11,7,4,1,12,5,10,7,1,3,2,2,2,1,1,1,1,1,15,17,4,10,3,2,3
"DG1",6,2,2,3,4,4,3,12,2,6,3,6,4,4,21,17,4,6,2,5,4,3,25,0,5,3,1,5,1,1,2,6,3,1,1,1,1,8,1,1,1,2,2,3,4,4,3,12,2,1,1,3,1,1,5,3,1,1,1,3,1,1,9,15,1,3,16,15,8,3,2,2,22,11,12,4,2,2,2,17,15,4,6,3,3,1,4,1,5,4,4,2,2,1,1,5,4,3,2,2,3,16,15,8,3,2,2
"DG2",3,2,2,3,4,4,3,16,2,6,3,6,4,4,21,17,4,6,2,5,4,3,5,0,5,3,1,5,1,1,40,6,3,1,1,1,1,4,1,1,1,2,2,3,4,4,3,16,2,1,1,3,1,1,5,3,1,1,1,3,1,1,9,15,1,8,12,10,5,3,2,3,24,1,14,10,2,2,2,20,2,6,5,2,4,1,-1,10,5,4,4,2,2,4,3,5,6,3,2,2,8,12,10,5,3,2,3
"DG3",5,2,2,3,4,4,3,16,2,6,3,6,4,4,21,17,4,6,2,5,4,3,7,0,5,3,1,5,1,1,40,1,3,1,1,1,1,4,1,1,1,2,2,3,4,4,3,16,2,1,1,3,1,1,5,3,1,1,1,3,1,1,9,15,1,20,14,9,6,4,2,3,11,7,8,7,3,3,2,-1,6,7,5,2,6,1,-1,6,8,4,4,2,2,4,3,5,6,3,2,2,20,14,9,6,4,2,3
"DG4",9,2,2,3,4,4,3,25,2,6,3,6,4,4,15,17,4,6,2,5,4,3,7,0,5,3,1,5,1,1,40,1,3,1,1,1,1,4,1,1,1,2,2,3,4,4,3,25,2,1,1,3,1,1,5,19,1,5,1,3,1,1,9,15,7,7,8,11,8,3,2,2,8,13,3,11,2,2,2,8,9,10,1,6,3,1,10,3,8,4,4,2,2,4,3,5,6,3,2,2,7,8,11,8,3,2,2
"DG5",9,2,2,3,4,4,3,25,2,6,3,6,4,6,15,17,4,6,2,5,4,3,7,0,5,3,1,5,1,1,56,1,3,1,1,1,1,4,1,1,1,2,2,3,4,4,3,25,2,1,1,3,1,1,24,20,1,5,1,3,1,1,9,15,7,7,8,11,8,3,2,2,8,13,3,11,2,2,2,8,9,10,1,6,3,1,15,10,5,4,4,2,2,8,6,5,4,3,2,2,7,8,11,8,3,2,2
"DG6",9,2,2,3,5,4,3,25,2,6,3,6,4,6,12,17,4,6,2,5,4,3,39,0,5,3,1,5,1,1,56,21,3,1,1,1,1,4,1,1,1,2,2,3,5,4,3,25,2,1,1,3,1,1,24,20,1,5,1,3,1,1,9,15,7,17,3,11,8,3,2,2,2,13,3,11,2,2,2,20,2,6,6,3,3,1,15,10,5,4,4,2,2,1,1,5,4,3,2,2,17,3,11,8,3,2,2
"DG7",5,2,2,3,5,4,3,3,2,6,3,6,4,5,16,12,4,6,2,5,4,3,39,0,5,3,1,5,1,1,67,22,3,1,1,1,1,4,1,1,1,2,2,3,5,4,3,3,2,1,1,3,1,1,24,8,1,5,1,3,1,1,26,15,7,20,19,6,5,3,2,3,27,15,15,7,3,3,2,23,20,12,5,2,4,1,-1,13,7,5,4,2,2,1,1,5,4,3,2,2,20,19,6,5,3,2,3
"DG8",3,2,2,3,2,4,3,3,2,11,3,6,4,5,16,12,4,6,2,5,4,3,2,0,5,3,1,6,1,1,67,22,3,1,1,1,1,4,1,1,1,2,2,3,2,4,3,3,2,1,1,3,1,1,23,8,1,5,1,3,1,1,23,22,7,13,14,10,5,3,2,3,16,7,10,6,2,2,2,24,13,12,5,2,4,1,-1,13,5,5,4,2,2,2,2,1,1,1,1,1,13,14,10,5,3,2,3
"DG11",6,3,2,3,2,4,3,3,3,1,3,6,4,5,16,12,5,6,2,5,4,3,2,0,5,3,1,6,1,1,63,3,3,1,1,1,1,4,1,1,1,3,2,3,2,4,3,3,3,9,1,3,1,1,23,21,1,5,1,6,4,1,23,22,7,19,16,15,8,3,2,2,22,11,12,4,2,2,2,16,15,4,11,7,3,1,4,1,5,4,4,2,2,3,9,6,5,2,2,2,19,16,15,8,3,2,2
"DG12",3,3,2,3,2,4,3,2,3,1,3,6,4,5,19,12,5,6,2,5,4,3,9,0,5,3,1,6,1,1,63,50,2,1,1,1,1,4,1,1,1,3,2,3,2,4,3,2,3,9,1,3,1,1,23,21,1,5,1,6,6,1,23,5,7,2,12,10,5,3,2,2,7,7,10,6,2,2,2,9,6,7,5,2,4,1,13,10,5,4,4,2,2,1,1,5,4,3,2,2,2,12,10,5,3,2,2
"DG13",9,3,2,3,2,4,3,2,3,1,3,6,4,5,19,12,5,6,2,5,4,3,9,0,5,3,1,6,1,1,64,50,2,1,1,1,1,4,1,1,1,3,2,3,2,4,3,2,3,9,1,3,1,1,23,21,4,5,1,6,6,1,23,5,7,3,2,11,8,3,2,2,20,9,11,2,2,2,2,17,11,4,6,3,3,1,15,10,5,4,4,2,2,2,2,1,1,1,1,1,3,2,11,8,3,2,2
"DG14",9,3,2,3,2,4,3,2,3,1,3,6,4,5,19,6,5,6,2,5,4,3,9,0,5,3,1,6,1,1,64,19,2,1,1,1,1,4,1,1,1,3,2,3,2,4,3,2,3,9,1,3,1,5,23,21,4,5,1,9,5,1,10,5,7,8,12,10,5,3,2,2,24,1,14,10,2,2,2,20,2,6,6,3,4,1,15,10,5,4,4,2,2,1,1,5,4,3,2,2,8,12,10,5,3,2,2
"DG15",9,3,2,3,2,4,3,5,3,2,3,6,4,5,19,26,5,5,2,5,4,3,12,0,5,3,1,6,1,6,47,19,2,1,1,1,1,4,1,1,1,3,2,3,2,4,3,5,3,9,1,3,1,5,4,3,4,5,1,9,5,1,12,5,7,17,3,11,8,3,2,2,2,13,3,11,2,2,2,17,11,4,6,3,3,1,15,10,5,4,4,2,2,7,9,6,5,2,2,2,17,3,11,8,3,2,2
"GM16",9,3,2,3,2,4,3,5,3,2,3,6,4,5,19,26,5,5,2,5,4,1,12,0,5,3,1,6,1,6,66,3,2,1,1,1,1,4,1,1,1,3,2,3,2,4,3,5,3,9,1,3,1,5,4,3,4,5,1,9,5,1,12,5,7,1,4,14,2,3,2,2,3,4,5,10,2,2,2,3,3,10,1,6,3,1,-1,12,4,9,5,4,2,1,1,5,4,3,2,2,1,4,14,2,3,2,2
"GM17",1,3,2,3,7,4,3,32,3,2,3,6,7,2,19,19,5,5,2,5,4,1,12,0,5,9,1,6,1,6,65,59,2,1,1,1,1,4,1,1,1,3,2,3,7,4,3,32,3,9,1,3,1,5,4,3,4,8,1,9,5,1,11,5,7,11,13,8,1,5,3,4,21,10,9,9,5,5,3,18,14,5,7,4,5,2,1,12,6,6,5,4,3,7,9,6,5,2,2,2,11,13,8,1,5,3,4
"GM18",1,3,2,3,7,4,3,32,3,2,3,6,5,2,22,19,5,5,2,5,4,1,12,0,5,9,1,7,1,6,65,59,2,1,1,1,1,2,1,1,1,3,2,3,7,4,3,32,3,9,1,3,1,5,4,3,4,8,1,9,5,1,11,5,7,11,1,8,1,5,3,4,17,8,1,8,6,5,3,18,14,5,7,4,5,2,1,12,6,6,5,4,3,7,9,6,5,2,2,2,11,1,8,1,5,3,4
"GM20",5,3,2,3,3,4,3,32,3,2,3,6,5,2,22,19,7,5,2,5,4,1,17,0,2,9,1,7,1,6,8,60,2,1,1,1,1,2,1,1,1,3,2,3,3,4,3,32,3,9,1,3,1,5,2,3,4,8,1,9,5,1,11,5,4,4,11,9,6,4,2,3,9,7,8,7,3,3,2,1,17,7,8,2,6,1,-1,6,4,4,4,2,2,5,4,2,2,3,2,2,4,11,9,6,4,2,3
"GM25",5,3,2,3,3,4,3,13,3,2,3,6,5,3,12,19,7,5,2,5,4,11,17,0,2,9,1,7,1,6,11,60,1,1,1,1,1,2,1,1,1,3,2,3,3,4,3,13,3,9,1,5,1,5,2,3,4,8,1,9,5,1,15,5,4,4,11,9,6,4,2,3,9,7,8,7,3,3,2,1,17,7,8,2,6,1,20,12,4,6,5,4,3,5,4,2,2,3,2,2,4,11,9,6,4,2,3
"GM26",1,8,2,3,3,4,3,14,6,2,3,6,5,3,12,18,3,5,2,5,4,6,12,0,2,9,1,7,1,6,11,18,1,1,1,1,1,2,1,1,1,8,2,3,3,4,3,14,6,9,1,5,1,5,25,3,4,8,1,9,5,1,14,5,4,11,1,8,1,5,3,4,17,8,1,8,6,2,2,18,14,5,7,4,5,2,20,12,4,9,5,4,3,3,7,4,5,3,2,2,11,1,8,1,5,3,4
"GM27",1,8,2,3,3,4,3,10,6,2,3,6,5,3,10,21,3,5,2,5,4,6,21,0,2,9,1,7,1,6,53,20,1,1,1,1,1,2,1,1,1,8,2,3,3,4,3,10,6,9,1,5,1,5,25,3,4,8,1,9,5,1,14,5,4,18,13,12,7,7,3,4,4,10,9,9,5,5,3,14,1,9,9,5,5,2,14,9,6,6,5,4,3,3,9,6,5,2,2,2,18,13,12,7,7,3,4
"GM28",1,8,2,3,3,4,3,8,6,2,3,6,5,3,10,21,3,5,2,4,4,2,21,0,2,9,1,7,1,6,54,20,1,1,1,1,1,2,1,1,1,8,2,3,3,4,3,8,6,9,1,6,1,5,6,3,4,8,1,5,5,1,18,20,4,11,1,8,1,5,3,4,17,8,1,8,6,2,2,18,14,5,7,4,5,2,1,12,6,6,5,4,3,10,9,6,5,2,2,2,11,1,8,1,5,3,4
"GM29",1,8,2,3,3,4,3,8,6,3,3,6,5,3,10,7,3,5,2,4,4,2,21,0,2,7,1,7,1,6,54,65,1,1,1,1,1,2,1,1,1,8,2,3,3,4,3,8,6,9,1,6,1,5,6,3,6,8,1,5,5,1,18,20,4,11,1,8,1,5,3,4,17,8,1,9,5,5,3,18,14,5,7,4,5,2,1,12,6,6,5,4,3,8,6,5,4,3,2,2,11,1,8,1,5,3,4
